Name	Biografie
Bacherle, Tobias	Geboren am 18. Oktober 1994 in Herrenberg. Nach Abitur am Gymnasium in den Pfarrwiesen Sindelfingen; Studium der Politikwissenschaft, zunächst mit dem Nebenfach Sprachen, Geschichte und Kulturen des Nahen Osten, später Medienwissenschaft, an der Universität Tübingen. Seit 2019 politischer Berater und Grafiker für ein Mitglied des Europäischen Parlaments; 2014 als jüngstes Mitglied in den Sindelfinger Gemeinderat gewählt; seit Juli 2019 Vorsitzender der dortigen Fraktion von Bündnis 90/Die Grünen. Mitbegründer des dit is schade e. V. zur Förderung lokaler Sub- und Popkultur in Sindelfingen.
Bachmann, Carolin	Geboren am 3. September 1988 in Freiberg/Sachsen ein Kind. Ausbildung (Investmentfondskauffrau) bei einer Investmentbank in Frankfurt am Main; Studium der Betriebswirtschaftslehe (Bachelor of Arts (B.A.)). Tätig als Kundenbetreuerin bei einer großen Kapitalverwaltungsgesellschaft und im institutionellen Großkundenvertrieb; Inhousconsulting und Organisationsentwicklung; Finanzierung und Vertrieb bei mittelständischem Unternehmen.
Badum, Lisa	Geboren am 2. Oktober 1983 in Forchheim römisch-katholisch ledig. 2003 bis 2010 Studium der Politikwissenschaft an der Universität Bamberg; 2005 bis 2006 studentische Senatorin an der Universität Bamberg; 2006 bis 2007 Auslandsstudium in Thessaloniki; 2009 Listen- und Direktkandidatin für den Deutschen Bundestag (Platz 15); 2010 bis 2013 wissenschaftliche Mitarbeiterin im Wahlkreisbüro von MdB Uwe Kekeritz in Fürth; 2012 bis 2017 Mitarbeiterin in der Abteilung Bürgerenergie, NATURSTROM AG; 2013 Listenkandidatin für den Deutschen Bundestag (Platz 13); seit 2014 Mitglied Vorstand Bürgerenergie Bayern; 2014 bis 2018 Sprecherin Landesarbeitskreis Frauen; 2016 bis 2018 Sprecherin Bezirk Oberfranken; 2016 bis 2018 Sprecherin Landesarbeitskreis Energie; 2017 bid 2021 Bundestagsabgeordnete Bündnis 90/Die Grünen Sprecherin für Klimapolitik in der grünen Bundestagsfraktion; Ordentliches Mitglied im Ausschuss für Umwelt, Naturschutz, Bau und Reaktorsicherheit; Stellvertretendes Mitglied im Ausschuss für Wirtschaft und Energie; seit 2021 Präsidentin der Vereinigung der Deutsch-Griechischen Gesellschaften. 2021 Wiederwahl in den Bundestag (Platz 9 der bayerischen Landesliste der Grünen).
Baehrens, Heike	Geboren am 21. September 1955 in Bevern; evangelisch-lutherisch; verheiratet; zwei Kinder. 1977 bis 1985 Diakonin in verschiedenen Arbeitsfeldern wie Familien- und Erwachsenenbildung, Gemeindearbeit und Schulsozialarbeit; 1996 bis 2013 Geschäftsführerin im Diakonischen Werk Württemberg; 2002 bis 2013 stellv. Vorstandsvorsitzende im Diakonischen Werk Württemberg; 1996 bis 2013 alternierende Vorsitzende der Pflegesatzkommission SGB XI; 1998 bis 2013 Mitglied im Aufsichtsrat Nikolauspflege; 2002 bis 2013 Stiftungsvorstand agentur mehrwert. Seit 1988 in der SPD; 1989 bis 1996 Mitglied im Stuttgarter Gemeinderat; 1992 bis 1996 stellvertretende Vorsitzende der SPD-Fraktion im Stuttgarter Gemeinderat; seit 2013 Mitglied des Deutschen Bundestages; Pflegebeauftragte der SPD-Bundestagsfraktion; stellvertretende Sprecherin der AG-Gesundheit der SPD-Bundestagsfraktion; stellvertretende Vorsitzende der Deutsch-Koreanischen Parlamentariergruppe. Mitgliedschaften bei UNITE (global network of parliamentarians to ending infectious diseases); Lenkungsausschuss Global Health Hub Germany; Parlamentarischer Beirat Deutsches Netzwerk gegen vernachlässigte Tropenkrankheiten (DNTDs); Arbeiterwohlfahrt (AWO); Europa-Union Deutschland; TTC Stuttgart; Theaterhausverein Stuttgart; Musik auf Schloss Filseck e.V.; ehrenamtliche Vorsitzende des Kreisbehindertenring Göppingen; Mitglied der EKD-Sozialkammer.
Baerbock, Annalena	Geboren am 15. Dezember 1980 in Hannover; evangelisch-lutherisch; verheiratet; zwei Kinder. Abitur an der Humboldtschule in Hannover; 2000 bis 2004 Studium an der Universität Hamburg Politikwissenschaft und Öffentliches Recht sowie 2004 bis 2005 Master of Public International Law, London School of Economics (LSE), Abschluss Master of Law LL.M.; 2009 bis 2013 Doktorandin im Völkerrecht, Freie Universität Berlin (nicht beendet).  2009 bis 2013 Landesvorsitzende von Bündnis 90/Die Grünen, Brandenburg; 2008 bis 2009 Referentin für Außen- und Sicherheitspolitik, Bundestagsfraktion von Bündnis 90/Die Grünen; 2005 bis 2008 Büroleiterin der Europaabgeordneten Elisabeth Schroedter; 2005 Trainee British Institute of Comparative and Public International Law. Seit 27. Januar 2018 Parteivorsitzende von Bündnis 90/die Grünen; nach der Bundestagswahl 2017 Mitglied des Sondierungsteams von Bündnis 90/Die Grünen in den Sondierungen mit CDU/CSU und FDP; 2012 bis 2015 Mitglied im Parteirat von Bündnis 90/Die Grünen; 2009 bis 2013 Landesvorsitzende von Bündnis 90/Die Grünen Brandenburg; 2008 bis 2013 Sprecherin der Bundesarbeitsgemeinschaft Europa von Bündnis 90/Die Grünen; 2009 bis 2012 Mitglied im Vorstand der Europäischen Grünen Partei; seit 2005 Mitglied von Bündnis 90/Die Grünen. Seit Oktober 2013 Mitglied des Deutschen Bundestags; 2013 bis 2017 Sprecherin für Klimapolitik der Bundestagsfraktion Bündnis 90/Die Grünen.
Bahr, Ulrike	Geboren am 25. April 1964 in Nördlingen; römisch-katholisch; verheiratet. 1970 Grundschule Wemding; 1974 Theodor-Heuss-Gymnasium in Nördlingen; 1983 Abitur am Theodor-Heuss-Gymnasium; 1983 Studium des Lehramts an Hauptschulen an der Universität Augsburg; 1989 Erstes Staatsexamen; 1989 bis 1991 Lehramtsanwärterin in Wemding; 1991 Zweites Staatsexamen Lehramt. 1991 bis 1993 Hauptschullehrerin in Monheim und Wemding; 1993 bis 2013 Hauptschullehrerin in verschiedenen Augsburger Schulen, darunter viele Jahre Albert-Einstein-Schule, zuletzt Goethe-Mittelschule als Stammschule. 1995 bis 2013 ehrenamtliche Vorsitzende des GEW-Kreisverbandes Augsburg und Vorstandsmitglied im DGB, Region Augsburg; 1998 bis 2013 Personalrätin beim Staatlichen Schulamt in der Stadt Augsburg; 2000 bis 2004 Jugendschöffin am Amtsgericht; Mitglied der Steuerungsgruppe im Bündnis für Augsburg; Vorstandsmitglied im überparteilichen Bündnis für Menschenwürde; Mitglied der Vereinigung der Verfolgten des Naziregimes/Bund der Antifaschisten (VVN/BdA); Mitglied der Arbeiterwohlfahrt, Ortsverein Hochfeld; 2002 bis 2008 Mitglied im Vorstand der Volkshochschule Augsburg; Mitglied des Fördervereins; Mitglied im Verein der Freunde und Förderer der Klinik Vincentinum; Mitglied im Förderverein des Freiwilligen-Zentrums Augsburg e.V.; Gründungsmitglied der Bürgerstiftung Augsburg Beherzte Menschen; Mitglied im Integrationsbeirat der Stadt Augsburg. Kandidatur auf der „Gemeinsamen linken Liste“ für den AStA der Universität Augsburg; Frauenreferentin im AStA; 1986 Eintritt in die SPD; Mitglied im SPD-Ortsvereinsvorstand Jakobervorstadt/Bleich; 2009 bis 2012 Ortsvereinsvorsitzende; seit 2008 Mitglied im Unterbezirksvorstand SPD Augsburg; seit 2010 Vorsitzende des Unterbezirks Augsburg; seit 2013 Mitglied im Bezirksvorstand und seit 2017 Vorsitzende des Bezirks Schwaben; Mitglied im Landesvorstand der BayernSPD; als Kommunalpolitikerin Gründung des SPD-Fachforums Migration; Leitung des Fachforums Soziales und Senioren; 2002 bis 2014 Stadträtin in Augsburg; während der Stadtratszeit ab 2008 stellvertretende Fraktionsvorsitzende, bildungspolitische und personalpolitische Sprecherin der Rathausfraktion; Mitglied im Jugendhilfeausschuss, Jugend-, Wohnungs- und Sozialausschuss, Werkausschuss Altenhilfe, Organisations- und Personalausschuss, Bildungsausschuss, Berufsschulausschuss; Mitglied in der Versammlung des Zweckverbandes Stadtsparkasse; Mitglied im Aufsichtsrat der Stadtwerke Netze GmbH; Mitglied in der Steuerungsgruppe Gender Main.
Baldy, Daniel	Geboren am 25. September 1994 in Bingen am Rhein römisch-katholisch ledig. 2000 bis 2004 Grundschule am Nahetor Münster-Sarmsheim; 2004 bis 2013 Stefan-George-Gymnasium Bingen (Abitur); 2013 bis 2019 Studium Gymnasiallehramt Johannes Gutenberg-Universität Mainz (Geschichte, Kath. Religion, Sozialkunde; M.Ed.); 2020 bis 2021 Vorbereitungsdienst für das Lehramt an Gymnasien; Studienseminar Kaiserslautern/ Heinrich-Heine-Gymnasium Kaiserslautern (Abschluss 2. Staatsexamen); 2011 Eintritt in die SPD; seit 2014 Gemeinderat Münster-Sarmsheim/ Verbandsgemeinderat Rhein-Nahe; 2014 bis 2018 Vorsitzender Jusos Mainz-Bingen;  seit 2019 Sprecher der SPD-Fraktionen im Gemeinde- und Verbandsgemeinderat. Mitgliedschaften: GEW, IG BCE.
Banaszak, Felix	Geboren am 24. Oktober 1989 in Duisburg verheiratet. 2000 bis 2009 Steinbart-Gymnasium, Duisburg (Abschluss: Abitur); 2010 bis 2014 Freie Universität Berlin, Studium der Sozial- und Kulturanthropologie und Politikwissenschaft (Abschluss: Bachelor of Arts). 2009 bis 2010 Zivildienst (Altenpflege), Berlin; 2010 bis 2012 Mitarbeiter bei Dirk Behrendt MdA, Abgeordnetenhaus von Berlin, Berlin; 2014 bis 2017 Mitarbeiter bei Sven Giegold MdEP und Terry Reintke MdEP, Europäisches Parlament, Leiter des NRW-Europabüros, Düsseldorf. Seit 2014 Mitglied bei ver.di; seit 2021 Mitglied in der IG Metall; seit 2015 Fördermitglied bei sea watch. Seit 2009 Mitglied bei BÜNDNIS 90/DIE GRÜNEN; 2010 bis 2011 Mitglied im Landesvorstand der GRÜNEN JUGEND Berlin; 2011 bis 2014 Mitglied im Bundesvorstand der GRÜNEN JUGEND, zuletzt als Bundessprecher; 2016 bis 2018 Sprecher des Kreisverbands Duisburg von BÜNDNIS 90/DIE GRÜNEN; seit 2018: Landesvorsitzender von BÜNDNIS 90/DIE GRÜNEN Nordrhein-Westfalen Seit 2021 Mitglied des Deutschen Bundestags.
Baradari, Nezahat	Geboren am 15. August 1965 in Bogazköy, Ankara-Türkei; moslemisch; verheiratet; zwei Kinder.  1980 bis 1982 Hauptschulabschluß; 1982 bis 1984 Realschulabschluß; 1984 bis 1987 Gymnasium, Abschluß mit Allgemeiner Hochschulreife; 1987 bis 1994 Studium der Humanmedizin an der Christian-Albrechts-Universität zu Kiel, Abschluß mit III. Staatsexamen; Oktober 1997 Approbation als Ärztin; Oktober 2003 Facharztanerkennung Kinder- und Jugendmedizin. 1994 bis 1996 Ärztin im Praktikum, Kinderklinik Itzehoe; 1996 bis 1999 Assistenzärztin, Ostholstein Kliniken Eutin; 1999 bis 2008 diverse Praxisvertretungen und Praxisanstellungen in Plön, Plettenberg und Olpe; 2008 bis heute Niederlassung als Kinder- und Jugendärztin in Attendorn. 1985 bis 1989 2. Vorsitzende der Deutsch-Türkischen Gesellschaft Kiel e.V.; Mitglied in der Ärztekammer Westfalen-Lippe; Mitglied der Kassenärztlichen Vereinigung Westfalen-Lippe; Mitglied im Berufsverband der Kinder- und Jugendärzte e.V.; Mitglied in der Deutschen Gesellschaft für Kinder- und Jugendmedizin e.V.; Mitglied der Ärztlichen Akademie für Psychotherapie von Kindern und Jugendlichen e.V.; Mitglied in der Westdeutschen Arbeitsgemeinschaft für Pädiatrische Pneumologie und Allergologie e.V.; Mitglied bei Ärzte ohne Grenzen; Mitglied im WWF; Mitglied  im CHP, Sektion NRW; Mitglied in der IG-Metall Lüdenscheid; Mitglied in der Karnevalsgesellschaft Attendorn e.V.; Mitglied im SGV Wenden e.V., Mitglied Europa-Union Deutschland e.V.; Mitglied bei Reporter ohne Grenzen. Ehrenamtspreis des Landes Nordrhein-Westfalen 2009, Kategorie „Erfinden“, Evangelische Bücherei Attendorn. Wilhelm-Dröscher-Preis 2017, SPD-Arbeitsgemeinschaft Migration und Vielfalt Kreis Olpe. Seit 1984 SPD-Mitglied; SPD-Vorstandsmitglied Ortsverein Attendorn; SPD-Fraktion Stadt Attendorn; Sachkundige Bürgerin für Schulen und Denkmalschutz Stadtratsfraktion Attendorn bis September 2020; SPD-Kreisvorstandsmitglied Kreis Olpe; SPD-Vorsitzende der AG Migration und Vielfalt Kreis Olpe; SPD-Kreisfraktion Kreis Olpe; Sprecherin für den Ausschuss Soziales und Gesundheit bis September 2020
Bär, Dorothee	Geboren am 19. April 1978 in Bamberg; römisch-katholisch; verheiratet; zwei Töchter und einen Sohn. Altstipendiatin der Hanns-Seidel-Stiftung e.V.; Studium der Politikwissenschaften an der Hochschule für Politik in München und am Otto-Suhr-Institut der Freien Universität Berlin; Abitur in Bamberg am Franz-Ludwig-Gymnasium 1999; Highschool-Diploma in Grayslake, Illinois, USA 1996. Eintritt in die Junge Union 1992, Eintritt in die CSU 1994,  Haßberge, seit 2001 Mitglied im CSU-Parteivorstand, 2001 bis 2003 Landesvorsitzende des RCDS in Bayern, 2003 bis 2007 stellvertretende Landesvorsitzende der Jungen Union Bayern, 2008 bis 2012 stellvertretende Bundesvorsitzende der Jungen Union Deutschlands, seit 2008 Kreisrätin im Landkreis Haßberge, 2009 bis 2013 Stellvertretende Generalsekretärin der CSU, seit 2010 Vorsitzende des CSU-Netzrates, seit 2011 Vorsitzende des CSUnet, seit 2011 stellvertretende Bezirksvorsitzende der CSU Unterfranken, stellvertretende Kreisvorsitzende der Frauen Union. Mitglied des Bundestages seit 2002; 2009 bis 2013 Sprecherin der CDU/CSU-Bundestagsfraktion für Familie, Senioren, Frauen und Jugend, seit Dezember 2013 bis März 2018 Parlamentarische Staatssekretärin beim Bundesminister für Verkehr und digitale Infrastruktur, seit März 2018 Staatsministerin für Digitales.
Bareiß, Thomas	Geboren am 15. Februar 1975 in Albstadt-Ebingen; evangelisch; verheiratet. 1994 Abitur am Wirtschaftsgymnasium in Albstadt-Ebingen; 1994 bis 1995 Wehrdienst bei der Luftwaffe; 1995 bis 1998 Studium der Betriebswirtschaftslehre an der Berufsakademie Ravensburg, Abschluss als Diplom-Betriebswirt (BA). 1998 bis1999 Auslandserfahrung in Izmir (Türkei) und in Phoenix, Arizona (USA); 1999 bis 2005 Assistent der Geschäftsführung, Leiter Controlling sowie des Bereichs IT/Organisation bei einem mittelständischen Textilunternehmen. 1990 Eintritt in die Junge Union (JU); seit 1994 Mitglied der CDU; 1997 bis 2003 Kreisvorsitzender der JU Zollernalb; 2002 bis 2006 Landesvorsitzender JU Baden-Württemberg; seit 2002 Mitglied im Landesvorstand der CDU Baden-Württemberg; 2007 bis 2012 Kreisvorsitzender der CDU Zollernalb; seit 2011 Bezirksvorsitzender CDU Württemberg-Hohenzollern; seit Dezember 2018 Mitglied im CDU-Bundesvorstand.  1999 bis 2008 Mitglied im Gemeinderat Meßstetten; 2004 bis 2013 Mitglied im Kreistag Zollernalb.  Seit 2005 Mitglied des Bundestages; seit 2009 Beisitzer im Vorstand der CDU/CSU-Fraktion; 2010 bis 2014 Koordinator für Energiepolitik der CDU/CSU-Fraktion; 2014 bis 2018 Beauftragter für Energiepolitik.  Mitglied im Johanniter-Verwaltungsrat; Vorsitzender des Freundeskreises Kloster Beuron. März 2018 bis 2021 Parlamentarischer Staatssekretär für Wirtschaft und Energie.
Bär, Karl	Geboren am 13. März 1985 in Tegernsee. Studierte nach dem Abitur in Tegernsee (2004) in einem Doppelstudium Agrarwissenschaft und Islamwissenschaft mit den Nebenfächern Politikwissenschaft und Soziologie in Berlin. Beide Studiengänge hat er erfolgreich abgeschlossen, das letzte Fach im Jahr 2013. 2009 bis 2013 war er Mitarbeiter der Bundestagsabgeordneten Agnes Krumwiede, anfangs als studentischer Mitarbeiter und später als wissenschaftlicher Mitarbeiter. Seit 2014 Referent für Agrar- und Handelspolitik beim Umweltinstitut München. Bei den bayerischen Kommunalwahlen 2014 wurde er in den Marktgemeinderat seiner Heimatgemeinde Holzkirchen und den Kreistag des Landkreis Miesbach gewählt. Bei der Kommunalwahl 2020 wurde er in beide Ehrenämter wieder gewählt. Karl Bär ist Mitglied bei Bündnis'90/Die Grünen seit Herbst 2003. 2002 bis 2013 war er stark in der Jugendorganisation Grüne Jugend engagiert. Seit Oktober 2011 war er Sprecher der Grünen Jugend auf Bundesebene. Mitglied beim Bund Naturschutz in Bayern, dem Deutschen Alpenverein, der Gesellschaft für Agrargeschichte und Fördermitglied bei Sea Watch.
Bartol, Sören	Geboren am 4. September 1974 in Hamburg; evangelisch; ledig. 1993 Abitur in Detmold/Lippe. Studium der Politologie, Jura und Medienwissenschaften in Marburg/Lahn 2001 Diplom-Politikwissenschaftler 2000-02 Mitarbeiter des hessischen Landtagsabgeordneten Ernst-Ludwig Wagner 1990 Eintritt in die SPD, seit 2001 Mitglied im Kreistag Marburg-Biedenkopf, seit 2010 Unterbezirksvorsitzender der SPD Marburg-Biedenkopf seit Oktober 2002 Mitglied des Deutschen Bundestags 2004 stellv. Sprecher und 2011-2013 Sprecher der Arbeitsgruppe Verkehr, Bau und Stadtentwicklung der SPD-Fraktion  seit Dez. 2013 stellv. Vorsitzender der SPD-Fraktion für Verkehr und digitale Infrastruktur; Bau, Wohnen, Stadtentwicklung und Kommunen; Digitale Agenda; seit Dez. 2018 auch für den Bereich Wirtschaft;  stellv. Mitglied der Kommission des Ältestenrates für Bau- und Raumangelegenheiten Mitglied. im Vorstand der Schulstiftung der Ev. Kirche von Kurhessen-Waldeck seit 2016 stellv. Mitglied. der Landessynode der Ev. Kirche Kurhessen-Waldeck seit Sept. 2016 stellv. Vorstandsvorsitzender Terra Tech Förderprojekte e. V. seit April 2018 Mitglied. im Verwaltungsrat der Kreditanstalt für Wiederaufbau Mitglied NETZWERK.BERLIN, ver.di, AWO, amnesty international, Gegen Vergessen - Für Demokratie e. V., Freiwillige Feuerwehr Cappel, SJD - Die Falken Landesverband Hessen
Bartsch, Dr. Dietmar	Veröffentlichungspflichtige Angaben für die 20. Wahlperiode liegen zurzeit nicht vor. Anzeigen nach den Verhaltensregeln für die Mitglieder des Bundestages sind gemäß § 45 Absatz 5 Abgeordnetengesetz innerhalb einer Frist von drei Monaten nach Erwerb der Mitgliedschaft im Bundestag einzureichen. Die veröffentlichungspflichtigen Angaben der Abgeordneten der 20. Wahlperiode werden nach Ablauf dieser Frist und Bearbeitung der Daten veröffentlicht. Die veröffentlichungspflichtigen Angaben der Abgeordneten der vergangenen Wahlperioden finden Sie im Archiv .
Bas, Bärbel	Geboren am 3. Mai 1968. 1984 Hauptschulabschluss mit Fachoberschulreife; 1985 bis 1987 Ausbildung zur Bürogehilfin bei der DVG Duisburg; 1987 bis 2001 Sachbearbeiterin bei der Duisburger Verkehrsgesellschaft (DVG) und später bei der Betriebskrankenkasse DVG; 1994 bis 1997 Ausbildung zur Sozialversicherungsfachangestellten; 2000 bis 2002 berufsbegleitende Fortbildung zur Krankenkassenbetriebswirtin; 2003 Erwerb der Ausbildereignung; 2002 bis 2006 stellvertretender Vorstand der Betriebskrankenkasse EVS; 2005 bis 2007 Abendstudium zur Personalmanagement-Ökonomin (VWA); 2007 bis 2009 Leiterin der Abteilung Personalservice bei der Betriebskrankenkasse BKK futur. 1986 bis 1988 Jugend- und Auszubildendenvertreterin bei der DVG; 1988 bis 1998 Mitglied des Betriebsrates und Arbeitnehmervertreterin im Aufsichtsrat der DVG. Seit Oktober 1988 Mitglied der SPD; 1997 bis 2018 Mitglied im Unterbezirksvorstand der Duisburger SPD; dessen stellvertretende Vorsitzende von 2006 bis 2018; 2004 bis 2018 Mitglied im Regionalvorstand der SPD-Niederrhein; 2009 bis 2018 Mitglied im Sprecherkreis der RuhrSPD; seit 2010 Vorsitzende des Landesparteirates der NRWSPD. 1994 bis 2002 Mitglied im Rat der Stadt Duisburg. Mitglied des Bundestages seit 2009; Mitglied des Gesundheitsausschusses von 2009 bis 2013 und 2016 bis 2019; 2013 bis 2019 Parlamentarische Geschäftsführerin der SPD-Bundestagsfraktion; seit 2019 stellvertretende Fraktionsvorsitzende; seit 2013 Mitglied des geschäftsführenden Fraktionsvorstandes der SPD-Bundestagsfraktion; 2011 bis 2019 Mitglied im Vorstand der NRW Landesgruppe der SPD-Bundestagsfraktion; seit 2014 Schatzmeisterin der Parlamentarischen Linke der SPD-Bundestagsfraktion. Seit Oktober 2013 Mitglied im Stiftungsrat der Stiftung „Humanitäre Hilfe für durch Blutprodukte HIV-infizierte Personen“; seit 2. Juli 2015 Mitglied des Aufsichtsrates der Hüttenwerke Krupp Mannesmann GmbH; seit Januar 2021 Mitglied im Senat der Fraunhofer-Gesellschaft. Mitgliedschaften (aktuell): ver.di, SJD-Die Falken Duisburg, AWO Duisburg, Frauen helfen Frauen, DRK-Kreisverband Duisburg, Bürgerverein Neudorf, MSV Duisburg, AIDS-Hilfe Duisburg/Kreis Wesel, zebrakids e.V., KG Rote Funken, Obdachlosenhilfe Duisburg e.V.; Schirmherrin Malteser Hospiz St. Raphael. Seit 26. Oktober 2021 Präsidentin des Deutschen Bundestages
